Sample,Data
Sample 3,2
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,1
Sample 3,2
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,2
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,6
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,3
Sample 3,2
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,6
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,1
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,1
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,6
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,1
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,1
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,3
Sample 3,5
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,3
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,6
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,2
Sample 3,2
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,6
Sample 3,1
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,3
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,2
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,1
Sample 3,3
Sample 3,2
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,3
Sample 3,6
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,6
Sample 3,2
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,4
Sample 3,4
Sample 3,4
Sample 3,3
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,5
Sample 3,1
Sample 3,6
Sample 3,6
Sample 3,3
Sample 3,4
Sample 3,1
Sample 3,5
Sample 3,4
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,5
Sample 3,6
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,3
Sample 3,6
Sample 3,3
Sample 3,2
Sample 3,5
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,3
Sample 3,4
Sample 3,5
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,4
Sample 3,2
Sample 3,2
Sample 3,5
Sample 3,4
Sample 3,3
Sample 3,6
Sample 3,2
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,5
Sample 3,3
Sample 3,3
Sample 3,5
Sample 3,2
Sample 3,3
Sample 3,3
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,5
Sample 3,6
Sample 3,6
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,3
Sample 3,2
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,6
Sample 3,5
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,5
Sample 3,4
Sample 3,1
Sample 3,6
Sample 3,2
Sample 3,4
Sample 3,6
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,6
Sample 3,4
Sample 3,1
Sample 3,4
Sample 3,6
Sample 3,3
Sample 3,5
Sample 3,3
Sample 3,1
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,2
Sample 3,1
Sample 3,1
Sample 3,2
Sample 3,3
Sample 3,6
Sample 3,4
Sample 3,5
Sample 3,3
Sample 3,2
Sample 3,6
Sample 3,4
Sample 3,2
Sample 3,5
Sample 3,5
Sample 3,6
Sample 3,2
Sample 3,2
Sample 3,6
Sample 3,6
Sample 3,1
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,3
Sample 3,4
Sample 3,3
Sample 3,1
Sample 3,2
Sample 3,2
Sample 3,3
Sample 3,5
Sample 3,1
Sample 3,4
Sample 3,4
Sample 3,6
Sample 3,5
Sample 3,6
